period_begin	period_end	period_duration	region_type	region_type_id	table_id	is_seasonally_adjusted	region	city	state	state_code	property_type	property_type_id	median_sale_price	median_sale_price_mom	median_sale_price_yoy	median_list_price	median_list_price_mom	median_list_price_yoy	median_ppsf	median_ppsf_mom	median_ppsf_yoy	median_list_ppsf	median_list_ppsf_mom	median_list_ppsf_yoy	homes_sold	homes_sold_mom	homes_sold_yoy	pending_sales	pending_sales_mom	pending_sales_yoy	new_listings	new_listings_mom	new_listings_yoy	inventory	inventory_mom	inventory_yoy	months_of_supply	months_of_supply_mom	months_of_supply_yoy	median_dom	median_dom_mom	median_dom_yoy	avg_sale_to_list	avg_sale_to_list_mom	avg_sale_to_list_yoy	sold_above_list	sold_above_list_mom	sold_above_list_yoy	price_drops	price_drops_mom	price_drops_yoy	off_market_in_two_weeks	off_market_in_two_weeks_mom	off_market_in_two_weeks_yoy	parent_metro_region	parent_metro_region_metro_code	last_updated
2012-03-01	2012-03-31	30	national	11	1400	t	 National	National	U.S.	US	Townhouse	13	160915.445392522	-0.0056341864258687702		168448.61324022399	0.02061420524072699		105.47111530532101	0.0017116164840396131		110.36235861312301	0.017849749015820038		31931.363063541699	-0.012688536854866594		38520.245334435996	0.012085962913447101		43180.750649520101	-0.02304455510324388		162774.412381984	-0.022755526867532794		5.1898311867795899	0.11478624076978949		79.246888560310893	2		0.965535227417467	-0.0010109274862569739		0.185541207127357	-0.0017481892579699898		0.071535824485418106	-0.0025882998084214986		0.120471005596592	0.00038196869580600645				2024-09-18 00:00:00
2021-11-01	2021-11-30	30	national	11	1400	t	 National	National	U.S.	US	Single Units Only	-2	390119.14391156798	0.013597308739975444	0.14938945784836211	396630.766326443	0.012209885017426814	0.14261940392729189	213.331717195197	0.013603446151091436	0.1763030770359888	216.020577623555	0.013541675859034763	0.1426281552800841	619502.10651724006	0.028353289687583105	-0.029718274457753324	689054.891009563	0.0080518002977421066	-0.014667753705682407	644849.86256266001	0.0057346761384675649	-0.010495174018272935	791152.822600418	-0.013769464758854988	-0.18937909699888644	1.2530409284244	-0.10180470588341994	-0.28155759785132006	21.482600790794901	0	-5	1.0108663931320701	0.00033942599433012255	0.011039672420236069	0.49781276445097999	0.0079904101127999949	0.10600389815941097	0.085210973785757399	-0.0027586055741209009	-0.026211624029354605	0.60888577378584496	0.040455487611310015	0.052961769885180976			2024-09-18 00:00:00
2019-10-01	2019-10-31	30	national	11	1400	t	 National	National	U.S.	US	Condo/Co-op	3	256513.36296403699	0.010629777902720905	0.040552983955348898	273606.93904223101	-0.0058593873133190311	0.036182960746400372	220.87249839043599	0.01325795008955688	0.053831262333436269	235.18455573764001	-0.013434028508905405	0.040285388422644619	55982.293944912097	-0.0088380565195300687	-0.024704325213130929	65750.526544682201	0.005376377837681634	0.029738873473016403	69896.689349649794	-0.010768459341640391	-0.02797312690917142	176830.736299435	0.00041258809535893448	0.017714563569287245	3.2044987935131002	-0.084911980264819942	0.12932638609405034	43.6012007946577	-0	4	0.98012488566308298	0.00068769310970695496	-0.0011284915035160159	0.18608657876089199	0.0043959386569639991	-0.016314544072220022	0.120209156528876	-0.042945897551625992	-0.0091380357472480161	0.34694169525004898	0.0026908604762579946	-0.0077550288199930151			2024-09-18 00:00:00
2013-12-01	2013-12-31	30	national	11	1400	t	 National	National	U.S.	US	Condo/Co-op	3	185600.996142819	0.020007436351620722	0.1259062133199631	193720.70928725199	0.012393370768574608	0.1578423096149042	158.65200017349699	0.018355710232746514	0.13670249128874024	165.63423047523	0.020631677590952524	0.16690521624665156	51158.550604023701	0.00053225220078600977	-0.016348743440830926	61794.549970872999	0.01404464680570694	0.0050182412378347863	68267.301767160199	0.015268259666926021	0.019231274092410988	210650.63654229001	0.0056220864617602118	-0.0097695618328689227	4.1394906675143197	-0.10112018168964987	0.044056951818049583	57.694789306465303	-0	-10	0.97318858577406897	-0.002061620267782005	0.0020384168074519815	0.19670790204941099	-0.0045402324456710053	-0.025906212207216006	0.124257456473511	0.05732202290915929	0.03587143705961679	0.182584022019323	-0.01690856919153999	-0.025450597392183999			2024-09-18 00:00:00
2021-07-01	2021-07-31	30	national	11	1400	t	 National	National	U.S.	US	Townhouse	13	333554.10213080503	0.015796832874655165	0.17540023630347346	331233.93062834803	0.0076887071644118343	0.10895532510238359	205.15137960615499	0.017290577697858023	0.19721483856367428	204.181233282238	0.0067492635420836056	0.13156609918427664	60844.827018094802	0.0059678875661242081	0.073077292431620977	65271.497971737001	-0.00098783941018021348	-0.086506551356297812	71439.128719718297	0.072882201318310136	0.09701918814128252	82297.652858246001	0.11279972507122205	-0.19320951655122642	1.354678908608	0.091129489739030012	-0.40173515995825992	15.9695558104165	-2	-22	1.0147273534883601	-0.00076052511244983911	0.025465411603763033	0.47769279553399802	0.011182181239468014	0.20698993141980404	0.094384390803978396	0.012283270540854097	-0.0039601549947309023	0.59272629550115696	-0.00094640850288707501	0.12974006823798895			2024-09-18 00:00:00
2019-03-01	2019-03-31	30	national	11	1400	t	 National	National	U.S.	US	Single Units Only	-2	285167.21259149298	-0.0040581047695692485	0.021357162628344639	303089.68840130803	0.0016142610722331696	0.032627481985385565	154.50251926551999	-0.0048051149892971434	0.024259746534971871	161.709325832438	0.010949424816408593	0.040202634358510458	508997.50303176901	0.019370471951329682	-0.0068838787640523869	597992.75269003096	0.0089369040039168901	-0.017330082028334415	619748.55770045798	0.028883170440383799	0.0073323418209623181	1545917.47700362	-0.002668220475810279	0.082118282621493677	3.2354462998170499	-0.076229188859980201	0.36460111173924981	45.940320192264103	-1	6	0.98100619598109995	-0.0015992928005370555	-0.0039870932012811	0.21603088059049899	-0.0031818857941980083	-0.042414528774934984	0.149467311976302	0.002079009104709012	0.019320962746732007	0.33737262855617201	0.011856610653745991	-0.022002704555292019			2024-09-18 00:00:00
2012-04-01	2012-04-30	30	national	11	1400	t	 National	National	U.S.	US	All Residential	-1	177534.17450366099	0.014571437401399434		189022.283749202	0.00036049221621836658		97.553338559288306	0.018399179435505841		104.99029468313999	0.0010290225698246225		399874.15020761802	0.010139083323797315		462569.12087563501	-0.028504826765213154		512342.19372718403	-0.011016429071797895		2173269.94412272	-0.013485337656725438		5.53407625884127	-0.10332471328785964		82.720499065240205	-2		0.96097885332816402	-0.00060062574739494501		0.18051760243239201	-0.0070203285090209844		0.060925360957778403	-0.0053887999605976913		0.12603096319736201	0.0040050752091740083				2024-09-18 00:00:00
2013-12-01	2013-12-31	30	national	11	1400	t	 National	National	U.S.	US	Townhouse	13	198836.437473306	0.010714365977548157	0.12611066380882785	202474.4546955	0.018839237672164	0.12375752316050237	128.342369999119	0.010525282797533286	0.13283675825873043	128.63384958133599	0.0050868721947576745	0.10248499726410065	35828.594223638604	-0.0054091829161331262	0.050212285450601302	46022.242470713398	0.0084786513010781661	0.062536695798355302	45047.004976431599	-0.04079070925378947	0.014744714633726508	131660.96706456601	0.011738592812471582	-0.011917934371861505	3.70253278182367	-0.022200771488960047	-0.21998642317140993	49.793310020539799	1	-7	0.980150557870892	-0.0020641671939900519	0.0017738807310150317	0.22770081104349199	-0.0063782221507300008	-0.0091488051775750201	0.079009552556291995	-0.0015959017486522065	0.012841876573987596	0.17837650812167599	-0.015980753105754003	-0.003358954004883008			2024-09-18 00:00:00
2013-10-01	2013-10-31	30	national	11	1400	t	 National	National	U.S.	US	Single Family Residential	6	218112.505784521	0.011888283756400497	0.12389938159471736	228453.99393972699	0.0072632489309989445	0.11268961987558201	112.303094848569	0.010230792745966388	0.11684609364808263	115.303827928736	0.00093017248575510969	0.10502536677440588	339331.81548188999	-0.013903894530146954	0.052785998138233259	399805.258554306	-0.013463143559652058	0.05310291628010777	440046.73152398103	-0.0070134466921240035	0.090664202140768202	1481130.6589311799	0.0040598880191378139	0.021285071600439354	4.4720895463066297	0.094962567745040083	-0.15260857048942	62.184865345927101	-1	-12	0.97544595485563101	-0.00017058001491798702	0.003739321067596002	0.221396217478322	-0.0010779413264040139	0.0035764301817280131	0.063427799569880094	0.002417262510553797	0.018715687755326393	0.173570485058469	0.0044331312484360008	0.017102042966149006			2024-09-18 00:00:00
2013-06-01	2013-06-30	30	national	11	1400	t	 National	National	U.S.	US	Condo/Co-op	3	175271.39278656401	0.034479315237916364	0.12720421231472545	184978.21180259899	0.009721354156574824	0.14871581439300341	152.22918967771	0.034236090248146001	0.13473707992787776	161.45984050515801	0.016063771680622896	0.18364664820596333	52736.005011913301	0.009939551530300017	0.13510438542423042	60397.980370632598	0.013778750184468391	0.11934949814721096	65561.546268623701	0.034478750701375516	0.15513459053123135	207955.81758377401	-0.010672373898910181	-0.14444994387408761	4.0441245664651797	0.061918053661779826	-1.1811295432262607	63.546839683299602	1	-24	0.97436865480221002	0.0015766383613300405	0.014781314461942974	0.215669648850985	0.0021184273223220085	0.051079658037818998	0.048382088587458197	0.0034848234384820959	-0.010119163585412205	0.20608628085556099	0.0066290107802149945	0.064823460895184981			2024-09-18 00:00:00
2020-04-01	2020-04-30	30	national	11	1400	t	 National	National	U.S.	US	Condo/Co-op	3	261148.147173278	-0.0324881598968082	0.054676487187298228	277261.08411106002	-0.0016160409238863416	0.020526006752727533	222.93954420171701	-0.044774860610941158	0.034270008510268291	237.63033929655401	0.0056112167934121437	0.018581032727871261	38260.352338859397	-0.30257603169708658	-0.32648327347614203	26402.128528205099	-0.45354162879036186	-0.6001982059381229	38703.114084098903	-0.36970295566925571	-0.46286518915890884	164679.31173813701	-0.023381280998533649	-0.096359110619580801	4.4550855167288299	1.2824876736481099	1.1836907337352098	38.839899016561397	-1	-4	0.97986088971474805	-0.0027317686154439969	0.0021189534740260196	0.206111164247128	-0.0040304541062539945	0.023912655234456986	0.092518069932792601	-0.0202436737528114	-0.03758358529676939	0.29076655895346598	-0.10229374233020899	-0.054103043878585			2024-09-18 00:00:00
2022-02-01	2022-02-28	30	national	11	1400	t	 National	National	U.S.	US	All Residential	-1	403771.67775232199	0.018616374611433395	0.15691688838596818	407650.21009495598	0.0092355324847803733	0.13732064358372065	223.06181195588599	0.028726260567258466	0.1766655765678169	227.25281015762599	0.020845802879551512	0.16023510517755701	550993.27984357195	-0.15084251840201968	-0.056089473780361887	601928.98244566505	-0.037768973334594502	-0.080002899970197161	589375.99808930501	0.0023022905443335073	0.014946861998679006	797631.84802739404	-0.0091942513664735603	-0.094391263459833952	1.42256763590261	0.24260220379861996	-0.084210763437849945	15.3738414469522	-0	-7	1.01748323775447	0.0054635136974401366	0.014864749625910001	0.53955991436186301	0.009542117017134033	0.12399399287895502	0.088119148109978507	0.0046797272614018115	-0.0049728247970837886	0.599202887429368	-0.0093075716341940451	0.067648368438484985			2024-09-18 00:00:00
2014-11-01	2014-11-30	30	national	11	1400	t	 National	National	U.S.	US	Townhouse	13	209541.74094660199	0.0093877271548294949	0.065130971656586212	213663.764732927	8.7927367067752726e-05	0.075143170559669015	132.140352440322	0.0072469379079060925	0.04042933771317081	134.644071978673	0.0031800766676015613	0.05204803871659669	36748.2732049189	-0.03438594525152483	0.0201208243104114	46338.123406256404	-0.02924735169307946	0.015400503925944387	48280.653745683703	-0.0055597692790390063	0.02806505472207288	138423.71980473	-0.0024923492884261211	0.063706447017255474	3.9527728093674299	0.24688888843604984	0.22803925605479991	50.837614628813199	-1	2	0.97992993971695197	0.0019462249734210069	-0.002284785347930085	0.204089687130242	0.0013400008863589941	-0.029989346063979988	0.096512718001380907	-0.0041195312631190917	0.015907263696436705	0.194099264232692	0.0054982919018949916	-0.00025799699473799675			2024-09-18 00:00:00
2022-05-01	2022-05-31	30	national	11	1400	t	 National	National	U.S.	US	Single Family Residential	6	434403.41473489901	-0.0032740562101314374	0.13503551298660876	433199.96669557801	0.0021578056040303384	0.12716263551164264	225.43444616462801	-0.0031954895528366611	0.16056803141136555	222.40157941855	-0.0055235383313380071	0.14378881420320666	392772.909487175	-0.019292939357814287	-0.098133290521132399	438196.00927484402	0.0041961189149339884	-0.10788704489890266	481302.80798603198	0.018273508456538634	0.024644109782239854	668189.23862265598	0.077565610020382314	0.24136936371777118	1.8052842575744401	0.17095199589596022	0.48485713954230003	20.221409017180701	1	1	1.0244317303111701	-0.0030761654516500148	0.0065153911353099669	0.50486701376711995	-0.028076837672682098	0.023654970853637936	0.12749900403227701	0.01736722458739301	0.045547943940318511	0.53256926974211305	-0.018590471752900961	-0.022250632381047963			2024-09-18 00:00:00
2018-12-01	2018-12-31	30	national	11	1400	t	 National	National	U.S.	US	All Residential	-1	282560.79370426602	-0.00051119090393225708	0.02967261967008894	298226.78055894002	-0.0037479967253893909	0.032576559184211762	153.15514355185601	-0.003273036740763402	0.035383293169159558	159.35922091012901	-0.0078439927639096796	0.031346804885526103	493759.888148261	-0.020897580771888746	-0.089509252421458463	582247.27622269595	0.0045124123126369931	-0.05354384337533491	615682.92302763998	-0.013242360876500547	-0.014251091398747473	1581386.7993234401	0.00017654722859306027	0.085264905229848198	3.3628161063028399	0.15258076854505997	0.58027088787308001	44.553597342298097	0	0	0.98297427141716798	8.7673937601007168e-05	-0.0026198368972220054	0.22546303951105801	-0.0016477567770220025	-0.023090544338947999	0.13540014578266901	-0.0094464519748339859	0.020839054982819016	0.33617975648094101	0.0070815585093220168	-0.024753358873870979			2024-09-18 00:00:00
2016-10-01	2016-10-31	30	national	11	1400	t	 National	National	U.S.	US	Townhouse	13	233969.60708040901	0.0034807261429989911	0.068216815318387747	240674.495883803	0.009228149022675769	0.064953443220556739	145.218666178413	0.011959644750866527	0.058503983964818707	148.600729901427	0.0061720235002549195	0.055547404568559333	46374.3538685448	0.024945860742659143	0.10319244709121445	49985.4336186535	-0.044707879351729929	-0.025331719359549809	51015.307927414498	-0.026580803577601286	-0.0028828265985078039	121819.749336411	-0.02327594256748422	-0.086077960193395975	2.70885033457939	-0.063239995679789995	-0.51206314410665987	42.479462975277698	1	-4	0.98520710977610804	-0.0001167252772199534	0.0034463845191869957	0.237631649338266	-0.002435954341227009	0.015605521307935993	0.083607076908876296	-0.0029356319016334009	-0.017015874158666705	0.29912113903769499	0.007419423690536997	0.068151428718370988			2024-09-18 00:00:00
2021-11-01	2021-11-30	30	national	11	1400	t	 National	National	U.S.	US	All Residential	-1	390895.84700383199	0.015552032391612514	0.15295560283149445	396325.48138363002	0.010954591631308741	0.14279694949697075	213.20229761914601	0.01764079801266516	0.18247209696909206	215.224588845894	0.011048852537479448	0.13695680392110976	634315.49926194095	0.027727220718884116	-0.02584003064301077	707276.525445543	0.0076291735606428546	-0.011823997385127849	661579.58059524104	0.006504152199478197	-0.0095826656727903137	821942.55305482401	-0.015131293197116147	-0.18599889569126116	1.27312270392708	-0.10295453215545991	-0.28415189450074996	21.389765994836601	0	-5	1.01039802285499	0.00037794441866001449	0.01088761297682006	0.494763574759779	0.0077413192445490164	0.10395392821484201	0.085193385310413094	-0.0027525620889697067	-0.025970126036387903	0.60465751848985005	0.039894579025707033	0.051284805524815069			2024-09-18 00:00:00
2015-09-01	2015-09-30	30	national	11	1400	t	 National	National	U.S.	US	Condo/Co-op	3	202387.920444499	-0.02227079175175084	0.06573388177909445	217684.423243242	0.0089515895852536609	0.079759508721084726	173.15898924333001	-0.021627164887001227	0.067396577283206582	183.62931326276001	-0.0020231556265274397	0.072044802053960577	58295.348307611101	-0.0041176811699665805	0.09535645355019029	69276.839893643293	-0.0045209560705455898	0.068976449993696454	68617.333368243606	-0.035946514530147411	0.022189482369067148	198640.77121118401	-0.021645929714165346	-0.064780954721772033	3.56511302049076	-0.073598296911300043	-0.57689782769480979	50.995121836518798	-1	-6	0.97451873791778598	-0.00070151624151804093	0.0037097952414170132	0.179042318717582	-0.0041282619595479908	0.01416374046313601	0.102002361076105	-0.0024420325388440078	0.020774232380476695	0.26166232800202199	0.011981574398061995	0.073853084951128994			2024-09-18 00:00:00
2020-09-01	2020-09-30	30	national	11	1400	t	 National	National	U.S.	US	Condo/Co-op	3	277568.21659450902	0.018223911601367604	0.09358320302826284	294542.67942116503	-0.0044461580735429829	0.070209844849503655	235.23025912152801	0.013316661492080994	0.079124526110922577	259.94243056207898	-0.0049283024092551253	0.090421757223364985	69320.778432535604	0.038654682186612721	0.22731872227996663	80994.031306896504	0.016201850647786564	0.23846134930132035	84740.932104505395	-0.020897557996621297	0.19931864588355253	179190.355883877	0.0011626875121957259	0.013762038449933067	2.7324621913148399	-0.19826056854472007	-0.55694858246308021	38.893468255165502	-2	-5	0.98481451775226303	0.0027874306798940651	0.0053773251988870063	0.23681135185515401	0.025758514244029002	0.055120711751226015	0.110330252111807	-0.010518636135777998	-0.05282480196869499	0.41856682705825499	0.014844150284470004	0.074315992284464005			2024-09-18 00:00:00
2024-07-01	2024-07-31	30	national	11	1400	t	 National	National	U.S.	US	All Residential	-1	426819.71071949397	0.0063617683509575862	0.038675157374839619	440036.64042097202	0.0054507585849528084	0.046895765423154545	237.16384441663999	0.0059075485304360686	0.04441212776890624	243.24214519678901	0.0024666150323597869	0.047823128569326245	414903.07634302898	0.0038991561450540946	-0.010724269704519229	461773.60443815001	-0.018940646083742907	-0.043453924115150477	517379.63200673601	-0.0016578097489956534	0.025593242122439852	1124514.68694207	-0.027943042394522055	0.26611945904354473	2.7618408413358702	-0.10456525988636001	0.54624935921367035	40.9324170072112	1	4	0.99106926033519105	-0.00086282748534194376	-0.0051224608851699882	0.28752985683423898	-0.0038047307571070221	-0.042395290678315989	0.183318316414743	-0.00096230050643600351	0.044358172425966985	0.37832357910536801	-0.0045155533595540032	-0.066291238431544997			2024-09-18 00:00:00
2018-06-01	2018-06-30	30	national	11	1400	t	 National	National	U.S.	US	Single Units Only	-2	280620.84858017799	0.00071208318639959245	0.057937833354409829	293447.76340399001	0.0011869176833969597	0.06280625112382876	152.25205453723001	0.0044507577869639103	0.063635457472115187	157.33965012182199	0.0059596327022701789	0.068599704837222664	512796.14701641398	-0.001664345637513609	0.0027756706074673065	583416.97640700894	-0.010994221629638035	-0.0020643986590486163	627671.01424135605	-0.00067776626394211448	0.02856075909590361	1482416.33382197	0.012295601240672083	-0.038693708716094011	2.8578230683498802	-0.00039114760517966474	-0.13858731663522983	40.3126009971377	-1	-5	0.98295149434872997	-0.00024575561860107342	0.0018738628559720194	0.25556707041277399	-0.0012865068794939982	0.0083916805865149879	0.14070471959995301	0.0034850710720850109	0.021449121814797009	0.35843810842318602	-0.0050772137015509533	0.026836857646127033			2024-09-18 00:00:00
2019-05-01	2019-05-31	30	national	11	1400	t	 National	National	U.S.	US	Single Units Only	-2	290548.687371451	0.011624583942299038	0.036115397974377794	304829.286231087	-0.00029955682074178647	0.040018468572121657	157.66513423605201	0.014966481194015779	0.040162407274842993	162.468225706326	-0.00064073583461621286	0.038749460360326893	520395.98614335101	0.016832055413936731	0.013131378573724373	597518.35226831306	-0.014035491489698959	0.012910365953142211	631393.12447919603	-0.0033131832387096605	0.0052482482129025954	1569429.7396795501	0.0089456570870303231	0.07171432591938709	3.0279067676440699	-0.10047058291632016	0.16969255168900998	44.575180354388102	-1	4	0.97995225019133203	0.00015240414811701353	-0.0032449997759990135	0.22456438620993399	0.0050468236134389999	-0.032289191082333996	0.152358377917723	3.2802875170989676e-05	0.015138729389854999	0.34448536827598703	-0.0025811352222649964	-0.019029953848749948			2024-09-18 00:00:00
2018-05-01	2018-05-31	30	national	11	1400	f	 National	National	U.S.	US	Multi-Family (2-4 Unit)	4	300080	0.024939325162067316	0.094631822151752809	327459	0.019548485271958738	0.11941186713563146	138	0.0066740502094182474	0.039853729843541519	151	0.027090780971816164	0.078810702146988154	11991	0.13367003063249405	0.062513039655712976	15569	0.039864075403224453	0.012882838356645498	18140	0.074664088653177529	0.051649727106019672	37861	0.06159100152586805	-0.073260001898175053	3.1572965672529816	-0.21437151486982753	-0.46256313410623529	29	-7	-8	0.97448220742910585	0.0033490011052502711	0.0035247212337149447	0.28994783068499058	0.012484255058987759	-0.0013764619886856289	0.09960837537982746	0.011645210352173668	0.0079751472960553071	0.38638781402477879	-0.01231918389638037	0.018462060856428542			2024-09-18 14:08:39
2013-06-01	2013-06-30	30	national	11	1400	t	 National	National	U.S.	US	All Residential	-1	205323.61501682	0.013991512230190128	0.13239853432007354	215457.301664339	0.012001508354938739	0.12068883525814056	112.416030336132	0.02270594280274274	0.10454142575403891	117.60089948647	0.013017355053238422	0.11153678417366053	450516.72503926302	0.016849205988752614	0.13002178710251555	517505.584965043	0.0052728429889743467	0.10686233994726857	573303.82003616495	0.022811959056380227	0.13470037243049515	1845042.4405388201	-0.004661975643848848	-0.093582351461420354	4.1799561664188598	-0.072466006980480557	-1.0573226435012	63.733822711346498	0	-15	0.97383796075599904	0.00079398643077399633	0.010119259247751033	0.22486784125421999	0.0010719416037729967	0.041094012571375987	0.051854518271380899	0.0014630587122934982	-0.0037343471663070019	0.17994309820953699	0.002748079057762004	0.049647189648326984			2024-09-18 00:00:00
2016-03-01	2016-03-31	30	national	11	1400	t	 National	National	U.S.	US	Single Units Only	-2	242690.83484254999	0.011139546237533215	0.059405365499243912	259736.95786895099	0.014273318264194979	0.079931795420241647	131.36547290975099	0.010211415901060894	0.063549279254205171	138.295184436326	0.018195761261510679	0.072335034967339951	475392.98094055598	0.012711243841656117	0.025109729784498658	617985.241276994	0.014162550320400591	0.079060830589383402	620614.54604605096	0.020486962507731521	0.051638656875547362	1760244.65916338	0.012454202972862927	-0.048135885178833826	3.7594281678863499	0.13012960025616005	-0.32548955161944981	53.911863819352	-1	-6	0.97834841703016695	0.00010146113784492705	0.0035538838470409173	0.224432272099616	0.0066926733296429897	0.022610741979818993	0.12165171186415601	-0.026476913575344999	0.01367546998324301	0.26890353652237697	-0.0027094750955120039	0.051110616045261986			2024-09-18 00:00:00
2016-09-01	2016-09-30	30	national	11	1400	t	 National	National	U.S.	US	Single Units Only	-2	253526.76481592801	0.0097466696133821085	0.081048485149401994	268880.45892613701	0.016136599364313442	0.08013532046152827	136.455243468417	0.0041777624226466692	0.070649328991819527	143.15090783421999	0.013243267821658744	0.080486772620769864	502601.90563413099	0.011702920310408649	0.018786131160831721	596835.06762975501	0.0038119671532392818	0.0097717564795378742	593617.47019653395	-0.0079126988404626397	-0.013415233133800553	1641476.9302759899	-0.019810203358783363	-0.093461823886582418	3.3068741779050201	-0.074198661394389909	-0.41575015441477969	50.039695153652197	-1	-4	0.98088839988629195	0.00083320576578194139	0.0032204272173249615	0.22793279606327399	-0.00074376390429900519	0.018812312450208979	0.11574262405481001	-0.0027423631282299937	-0.0083167334501549894	0.303996641127523	0.0050597221751449983	0.054505446058283002			2024-09-18 00:00:00
2023-02-01	2023-02-28	30	national	11	1400	t	 National	National	U.S.	US	Condo/Co-op	3	323515.57179092802	0.0012037093239591901	-0.0098454387092969942	346871.064772335	-0.0027321304935143953	0.027257900868085549	286.87722772215602	-0.0031134783855102377	-0.030342202696493681	301.58208566451799	-0.0096996290389531614	-0.030746497103814829	46982.624401535802	0.027840852584981146	-0.30126927493813316	54376.293232614	0.0036828598186235961	-0.23854756459317505	54642.838721008004	-0.0086605766029054232	-0.23938249347197216	123647.92642755801	-0.033218951884527281	0.1523841124808234	2.69068776567704	-0.069610831884129976	1.0841173589605599	37.670930081463098	-1	12	0.98456196407863605	-0.0014447686854379693	-0.025357681037433855	0.24363782292633501	-0.0073179898613650041	-0.21410479846608099	0.13018924354393499	-0.004464446013647011	0.055944467043603993	0.41337337932707202	0.011964737170711004	-0.161654173228794			2024-09-18 00:00:00
2016-10-01	2016-10-31	30	national	11	1400	t	 National	National	U.S.	US	Single Family Residential	6	261768.86467188501	0.0065350440569613699	0.080696027526933278	275488.24331488402	-0.0025037961706684264	0.060810879687438035	132.111405848543	0.0078573352911024408	0.072615599035091183	137.018845602037	-0.0047208363689905664	0.061561128555781774	410120.60857311002	0.023842220167457073	0.068465751421084464	463654.10828112601	-0.023063322644102935	-0.019468258384097048	464999.14374333899	-0.0039682369769022952	-0.0023619968137670311	1311601.6812465701	-0.01751503352353323	-0.092776397411167277	3.30187556339536	-0.073880186862830044	-0.56804247903518013	51.8840944759691	0	-4	0.98089968679223905	0.00039475507521302688	0.0041413801244670756	0.23181301685543601	0.00061333010307201841	0.020471131191181019	0.117330799914402	-0.0041744129809599961	-0.011536110010302011	0.313290052879377	0.010824520201803023	0.066670769191711998			2024-09-18 00:00:00
2018-03-01	2018-03-31	30	national	11	1400	t	 National	National	U.S.	US	Single Family Residential	6	287641.65106469701	-0.0012623907388604749	0.074578074157713337	299509.57098821498	-0.0043357372276183748	0.054530774485121336	145.58566877520099	0.0041762201336896787	0.071894852656892105	149.67600232925099	-0.00082612531781300902	0.063491361828561743	401833.767086468	0.011783491021647885	0.0059818846760031352	481552.08732262399	0.024828321304341205	0.014663944766572623	492594.66473587701	0.0069169079925501809	-0.00079475286316132987	1163172.3378550699	0.00061357000642003889	-0.084659490517179914	2.9733964614919999	-0.091867475512090291	-0.25295005746540022	43.3928422581197	0	-4	0.98446107309941999	-0.0010432710407740631	0.0032006110982939484	0.25985155341414501	0.0028513039302839882	0.019804614559502998	0.13448333501621201	0.0025475443230720263	0.0083478781474670138	0.35333455914566603	-0.0026328623934559481	0.028555548829366006			2024-09-18 00:00:00
2021-02-01	2021-02-28	30	national	11	1400	f	 National	National	U.S.	US	Townhouse	13	306080	0.035664028513965107	0.1147554072676471	326418	0.05096754680774418	0.12832913245157096	188	0.044652534054329784	0.11254350918154055	200	0.039329487062102375	0.13905311346709204	46467	0.059070458321831332	0.16942239967770045	58783	0.015631541674602678	-0.037428107720754666	54128	0.02923034789208212	-0.067628527000284655	68339	-0.064530911061735252	-0.36924991798527795	1.470694619302906	-0.1943194821083809	-1.2560005963437624	31	-3	-16	0.9989820397540492	0.0041142402373612885	0.013325530421424481	0.35826919112929739	0.032608724320730254	0.12274101961132367	0.058385429723072209	-0.020831616697980844	-0.038558355548015739	0.57000376127123886	0.071571797371065171	0.1500123930167237			2024-09-18 14:08:39
2018-07-01	2018-07-31	30	national	11	1400	f	 National	National	U.S.	US	Multi-Family (2-4 Unit)	4	304001	-0.0043053074587335871	0.09734069723920058	316381	-0.043445147042221355	0.073439192847658097	142	0.016660841625679712	0.071460817150184264	145	-0.042437043040174816	0.041193066325525995	11427	-0.054453746420493276	0.054163506905134939	14687	-0.032878014606733119	0.056774653567716049	17034	-0.011737918962701266	0.14271837288317868	41644	0.048098631467231145	0.00079772765869101647	3.6443233938035404	0.35658288123439785	-0.19432713760387088	28	-2	-9	0.97468286063801979	-0.00047073801778652058	0.0024087606805583972	0.31273120253426218	0.011687515837205398	0.02716450511660562	0.11185045732105366	0.0011146298427358176	0.015108889616604074	0.35648601039756433	-0.026144594610064742	0.035469695216263364			2024-09-18 14:08:39
2021-04-01	2021-04-30	30	national	11	1400	f	 National	National	U.S.	US	Townhouse	13	325353	0.023068154011345987	0.15965939934586526	331926	0.024054999394078402	0.16635006811739639	199	0.013166621251479382	0.18050606812151559	203	0.018164568890049582	0.18541035593385868	64050	0.063655746170930838	0.5135550479565516	73301	-0.019361271136463576	0.77449157424859094	78420	0.094876401394252241	0.7493470329824059	72696	0.087959441169715769	-0.36728695230060504	1.1349952785512563	0.025354418585047167	-1.5801025679440452	19	-5	-14	1.0138999709200895	0.0073717817317044965	0.021631448621705629	0.48750758610578387	0.060015089688563894	0.18725282276041016	0.06010659393436784	-0.0023354518595139623	-0.041604562490730905	0.66922499901473387	0.019849999077065972	0.28028977676688538			2024-09-18 14:08:39
